,timestamp,distance(L),pupil(L),distance(R),pupil(R),duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,704,808.6189999999999,3.253,810.043,3.155,120,313,170,809.3309999999999,3.2039999999999997
1,963,804.8480000000001,3.322,812.3589999999999,3.241,758,277,204,808.6034999999999,3.2815000000000003
2,1801,805.725,3.3539999999999996,811.2689999999999,3.27,219,602,375,808.497,3.312
3,2040,-1.0,-1.0,811.452,3.259,180,646,394,405.226,1.1295
4,2239,807.8889999999999,3.3989999999999996,808.173,3.194,299,626,379,808.031,3.2965
5,2638,814.8960000000001,3.384,814.8960000000001,3.307,139,456,688,814.8960000000001,3.3455
6,2877,805.64,3.306,809.788,3.2439999999999998,140,455,515,807.7139999999999,3.275
7,3037,805.83,3.355,809.2819999999999,3.265,100,470,495,807.556,3.31
8,3176,808.3510000000001,3.391,809.898,3.3280000000000003,160,106,588,809.1245000000001,3.3595
9,3655,801.987,3.3760000000000003,815.1569999999999,3.193,160,274,232,808.5719999999999,3.2845000000000004
10,3974,805.863,3.3810000000000002,810.09,3.2510000000000003,100,292,188,807.9765,3.3160000000000003
11,4094,806.414,3.41,806.847,3.252,120,261,198,806.6305,3.331
12,4293,807.2639999999999,3.4010000000000002,812.513,3.2739999999999996,439,86,221,809.8885,3.3375
13,4751,804.592,3.424,812.2439999999999,3.303,578,277,209,808.4179999999999,3.3635
14,5569,805.138,3.5239999999999996,815.071,3.275,160,100,599,810.1045,3.3994999999999997
15,5748,807.184,3.469,814.49,3.278,259,104,622,810.837,3.3735
16,6027,803.012,3.304,812.8969999999999,3.2710000000000004,199,98,593,807.9544999999999,3.2875
17,6247,805.2410000000001,3.346,810.943,3.2310000000000003,498,90,585,808.0920000000001,3.2885
18,6765,805.3910000000001,3.4339999999999997,814.8789999999999,3.395,239,105,644,810.135,3.4145
19,7024,806.592,3.327,812.834,3.208,279,97,647,809.713,3.2675
20,7323,806.54,3.363,812.073,3.2539999999999996,439,84,652,809.3064999999999,3.3084999999999996
21,7782,806.051,3.383,812.944,3.2239999999999998,219,88,627,809.4975,3.3034999999999997
22,8021,802.79,3.2910000000000004,809.6469999999999,3.195,100,95,646,806.2185,3.2430000000000003
23,8360,813.186,3.3710000000000004,810.6410000000001,3.23,140,681,598,811.9135000000001,3.3005000000000004
24,8719,812.956,3.24,814.79,3.165,179,720,575,813.873,3.2025
25,8918,809.202,3.207,798.7,3.068,279,739,639,803.951,3.1375
26,9357,807.1110000000001,3.157,813.84,3.1180000000000003,100,78,614,810.4755,3.1375
27,9477,805.293,3.2510000000000003,813.1410000000001,3.092,219,71,577,809.2170000000001,3.1715
28,9836,804.179,3.2539999999999996,810.445,3.173,100,58,585,807.312,3.2135
29,10274,805.51,3.319,812.77,3.207,279,107,593,809.14,3.263
30,10812,804.003,3.2739999999999996,809.0,3.2560000000000002,219,117,630,806.5015000000001,3.2649999999999997
31,11052,805.322,3.205,810.875,3.2310000000000003,180,114,624,808.0985000000001,3.218
32,11271,803.921,3.295,808.153,3.1630000000000003,119,114,616,806.037,3.229
33,11510,807.57,3.346,811.9169999999999,3.145,140,116,611,809.7435,3.2455
34,12168,808.168,3.173,815.7719999999999,3.147,219,111,593,811.97,3.16
35,12527,812.602,3.1860000000000004,818.97,3.239,199,81,578,815.7860000000001,3.2125000000000004
36,12806,812.762,3.228,817.9830000000001,3.134,100,89,580,815.3725,3.181
37,12926,811.97,3.273,818.515,3.1319999999999997,160,88,591,815.2425000000001,3.2024999999999997
38,13145,814.5239999999999,3.503,815.693,3.1519999999999997,120,678,588,815.1084999999999,3.3274999999999997
39,13344,818.368,3.2489999999999997,814.457,3.074,299,717,565,816.4125,3.1614999999999998
40,13763,809.877,3.1689999999999996,809.342,3.089,319,709,548,809.6095,3.1289999999999996
41,14202,815.62,3.155,811.635,3.034,219,689,555,813.6275,3.0945
42,14461,815.923,3.241,804.289,3.0839999999999996,219,679,559,810.106,3.1624999999999996
43,14700,814.6189999999999,3.22,811.828,3.072,279,725,572,813.2235,3.146
44,15059,813.12,3.234,811.3689999999999,3.0239999999999996,459,748,613,812.2445,3.1289999999999996
45,15637,807.227,3.193,809.414,3.0580000000000003,259,742,658,808.3205,3.1255
46,16156,814.2660000000001,3.2960000000000003,807.925,3.069,219,696,629,811.0955,3.1825
47,16495,811.065,3.32,809.153,3.088,140,736,619,810.109,3.2039999999999997
48,16654,814.775,3.385,811.27,3.1039999999999996,120,740,635,813.0225,3.2444999999999995
49,16794,808.926,3.319,811.635,3.2119999999999997,140,779,647,810.2805000000001,3.2655
50,16953,812.457,3.397,814.1360000000001,3.147,120,785,657,813.2965,3.272
51,17551,811.2189999999999,3.307,811.4910000000001,3.1039999999999996,180,774,714,811.355,3.2055
52,17810,812.324,3.3510000000000004,809.795,3.1719999999999997,180,786,713,811.0595,3.2615
53,18090,812.1460000000001,3.306,811.2439999999999,3.116,479,773,719,811.6949999999999,3.2110000000000003
54,18887,807.33,3.2680000000000002,814.924,3.063,179,106,615,811.127,3.1655
55,19087,809.3489999999999,3.205,811.6410000000001,3.0589999999999997,100,114,613,810.495,3.1319999999999997
56,19226,807.242,3.225,813.6210000000001,3.023,279,114,604,810.4315,3.124
57,19585,813.438,3.266,812.6669999999999,2.977,439,797,725,813.0525,3.1215
58,20183,813.191,3.1919999999999997,813.051,3.1310000000000002,219,776,716,813.1210000000001,3.1615
59,20422,813.551,3.3369999999999997,810.534,3.075,279,793,725,812.0425,3.206
60,20821,815.005,3.335,813.5089999999999,3.052,100,858,750,814.257,3.1935000000000002
61,21220,814.875,3.22,812.158,3.056,160,154,576,813.5165,3.138
62,21399,809.0930000000001,3.21,816.659,3.022,100,108,598,812.876,3.1159999999999997
63,21519,809.092,3.1710000000000003,815.628,3.016,199,116,594,812.36,3.0935
64,21878,814.043,3.154,810.076,3.029,100,385,521,812.0595000000001,3.0915
65,21997,817.312,3.167,812.341,3.074,100,462,481,814.8265,3.1205
66,22276,812.548,3.3689999999999998,813.2489999999999,3.029,199,435,481,812.8985,3.199
67,22516,812.4960000000001,3.216,810.9010000000001,3.068,159,93,597,811.6985000000001,3.1420000000000003
68,22715,803.8760000000001,3.193,815.25,3.032,239,115,596,809.5630000000001,3.1125
69,23014,807.039,3.18,814.0260000000001,3.068,100,283,230,810.5325,3.124
70,23672,805.671,3.093,817.044,2.9810000000000003,239,84,197,811.3575000000001,3.037
71,23971,806.702,3.2230000000000003,816.2180000000001,3.093,120,95,602,811.46,3.1580000000000004
72,24131,807.987,3.2110000000000003,817.553,3.173,120,116,569,812.77,3.192
73,24290,806.573,3.181,815.534,3.012,279,114,576,811.0535,3.0965
74,24769,805.5139999999999,3.253,813.707,3.14,100,86,649,809.6105,3.1965000000000003
75,24888,804.888,3.2310000000000003,812.77,3.095,100,90,653,808.829,3.1630000000000003
76,25008,806.7080000000001,3.237,814.8,3.128,159,83,658,810.754,3.1825
77,25387,806.28,3.236,815.0889999999999,3.1919999999999997,100,62,675,810.6845,3.214
78,25506,807.308,3.2760000000000002,812.711,3.11,100,43,660,810.0095,3.193
79,25626,797.698,3.29,813.6030000000001,3.216,459,93,668,805.6505,3.253
80,26304,805.9830000000001,3.3360000000000003,815.5889999999999,3.2239999999999998,100,76,730,810.7860000000001,3.2800000000000002
81,27161,805.4730000000001,3.339,818.546,3.214,100,79,783,812.0095000000001,3.2765
82,28357,807.822,3.385,816.7739999999999,3.279,100,97,773,812.298,3.332
83,28657,805.677,3.3369999999999997,818.078,3.26,100,96,783,811.8775,3.2984999999999998
84,29195,806.8660000000001,3.403,813.1339999999999,3.325,100,94,862,810.0,3.364
85,29474,803.682,3.363,812.047,3.3089999999999997,379,118,787,807.8645,3.336
86,29952,804.695,3.364,814.122,3.2680000000000002,100,126,840,809.4085,3.316
87,30251,807.1,3.3539999999999996,-1.0,-1.0,219,125,845,403.05,1.1769999999999998
88,30551,804.051,3.27,813.633,3.1489999999999996,179,93,778,808.8420000000001,3.2095
89,31906,803.7689999999999,3.1460000000000004,810.372,3.162,140,117,718,807.0704999999999,3.154
90,32146,803.2869999999999,3.111,812.046,3.215,140,126,731,807.6665,3.1630000000000003
91,32405,805.8639999999999,3.247,810.903,3.048,140,134,742,808.3834999999999,3.1475
92,32644,800.018,3.2,810.9110000000001,3.125,179,59,730,805.4645,3.1625
93,32843,800.7819999999999,3.1830000000000003,809.4789999999999,3.069,179,61,724,805.1305,3.1260000000000003
94,33083,-1.0,-1.0,808.005,3.138,160,142,296,403.5025,1.069
95,33860,803.488,3.205,804.6410000000001,3.016,199,751,649,804.0645000000001,3.1105
96,34139,-1.0,-1.0,803.132,3.3139999999999996,299,710,821,401.066,1.1569999999999998
97,34458,799.6089999999999,3.3,807.569,3.031,419,718,801,803.5889999999999,3.1654999999999998
98,34897,802.5310000000001,3.142,809.9910000000001,3.0860000000000003,100,746,767,806.2610000000001,3.114
99,35116,805.237,3.185,805.91,2.986,179,742,775,805.5735,3.0855
100,35435,807.044,3.431,804.956,3.2110000000000003,259,726,836,806.0,3.321
101,35714,806.232,3.304,803.8760000000001,3.076,120,694,822,805.0540000000001,3.19
102,36093,807.1189999999999,3.245,806.6110000000001,3.035,239,741,830,806.865,3.14
