,timestamp,duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,1040,100,541,126,735.316,4.079000000000001
1,1319,100,128,183,707.4014999999999,4.043
2,1459,239,64,185,704.1015,3.912
3,1818,100,280,164,712.7439999999999,4.075
4,1937,140,288,183,716.613,4.0435
5,2994,100,684,153,721.1465000000001,4.1775
6,3114,179,778,166,719.3644999999999,4.319000000000001
7,3652,100,534,148,726.973,4.229
8,3951,100,281,168,729.658,4.1395
9,4091,159,50,162,730.4665,4.095000000000001
10,4270,100,45,168,724.2725,4.1335
11,4549,299,308,168,736.77,4.2145
12,4928,100,64,181,717.6949999999999,4.218
13,5048,100,59,182,719.846,4.132
14,5227,160,285,180,721.56,4.1165
15,5865,120,672,162,718.17,4.284
16,6184,100,606,167,713.7755,4.397
17,6304,239,639,194,715.0515,4.324
18,6702,239,555,196,717.7105,4.2645
19,7281,259,281,186,720.245,4.203
20,7560,120,70,187,712.19,4.2204999999999995
21,7719,239,72,174,714.135,4.1114999999999995
22,8058,239,274,169,720.126,4.218999999999999
23,8716,159,98,204,722.126,4.086
24,8935,140,212,491,720.5329999999999,4.151999999999999
25,9294,179,73,539,723.3404999999999,4.1635
26,10032,140,47,548,734.1745,4.3065
27,10710,239,116,573,734.1664999999999,4.4445
28,11886,120,119,578,737.373,4.428
29,12026,139,115,579,736.528,4.3165
30,12365,140,51,582,734.6875,4.479
31,12624,100,120,585,737.8054999999999,4.5695
32,13840,319,115,592,738.8175,4.2505
33,14398,120,90,569,732.391,4.1075
34,14956,100,139,601,729.1425,4.321999999999999
35,15156,339,152,606,729.9780000000001,4.606
36,15614,160,187,626,729.8065,4.2044999999999995
37,15794,180,125,631,731.1465000000001,4.156000000000001
38,16013,120,129,639,726.3960000000001,4.168
39,16193,100,130,641,727.1800000000001,4.285
40,16950,120,186,632,729.612,4.301
41,17090,100,184,665,728.5074999999999,4.2295
42,17229,100,177,665,727.422,4.0615
43,17349,160,211,660,726.374,4.1325
44,17728,339,125,674,725.043,3.956
45,18087,140,104,678,722.1595,4.107
46,18246,977,152,695,722.4114999999999,4.185499999999999
47,19742,100,144,734,718.3345,4.6005
48,20060,140,182,729,721.147,4.2829999999999995
49,20220,120,158,748,724.2305,4.201499999999999
50,20998,199,130,603,720.3505,4.2625
51,21237,159,120,587,718.0065,4.0425
52,21496,160,114,567,712.5619999999999,3.8765
53,21676,339,99,577,713.655,3.907
54,22274,100,117,599,713.5889999999999,4.0085
55,22393,199,125,600,713.211,4.103
56,22912,120,135,601,713.9645,4.2245
57,23051,199,143,651,716.5074999999999,4.3469999999999995
58,23270,159,162,680,719.6655,4.371
59,23450,120,148,672,717.931,4.186999999999999
60,23749,140,146,676,718.2280000000001,3.9749999999999996
61,24247,219,172,674,718.2215000000001,4.2455
62,24826,100,498,157,719.1679999999999,4.2780000000000005
63,25404,100,296,181,714.8025,4.2865
64,25523,179,272,165,713.073,4.192500000000001
65,25723,279,96,181,706.1965,4.1715
66,26042,120,296,161,703.3544999999999,4.205500000000001
67,26361,399,152,673,712.2355,4.3765
68,27138,160,78,556,717.22,4.242000000000001
69,27338,239,145,623,715.6875,4.3855
70,27796,100,152,620,716.9395,4.217499999999999
71,27936,179,145,632,718.953,4.323499999999999
72,28135,160,149,646,719.307,4.218999999999999
73,28335,299,150,665,720.5905,4.2829999999999995
74,28654,120,147,685,723.441,4.2515
75,29092,140,71,164,712.6585,4.3185
76,29391,120,274,144,715.1959999999999,4.216
77,29850,100,119,176,716.2104999999999,4.087
78,29970,279,78,190,720.0375,4.0595
79,30308,299,262,179,715.9995,4.0925
80,30627,160,296,185,719.9855,3.9690000000000003
81,30907,219,296,165,720.088,4.0915
82,31365,140,90,502,717.2139999999999,4.03
83,31744,100,133,631,716.7284999999999,4.2219999999999995
84,31864,120,129,625,718.0564999999999,4.354
85,32202,180,124,597,720.816,4.288
86,32402,120,99,602,718.989,4.104
87,32840,239,119,632,709.859,4.2364999999999995
88,33100,160,106,585,702.4010000000001,4.3485
89,33419,199,109,602,703.4159999999999,4.087
90,33997,179,143,596,705.1534999999999,4.224
91,34535,100,92,526,697.242,4.0435
92,34655,179,114,592,704.713,4.1135
93,34874,159,103,599,693.374,4.084
94,35173,140,93,621,669.52,3.9989999999999997
95,35373,180,156,598,662.232,4.2675
96,35692,120,143,588,655.0804999999999,4.018
97,36270,120,117,600,659.935,4.131
98,36509,140,198,187,651.0,4.191000000000001
99,36688,279,89,227,637.7235,3.8815
100,36987,100,77,175,650.2025,3.931
101,37127,160,233,165,649.9865,3.873
102,37306,180,272,153,655.4655,3.9995000000000003
103,37546,140,159,734,656.3585,4.0409999999999995
104,37705,160,132,727,655.2985,4.0085
105,38343,319,124,642,655.645,4.2565
106,38702,219,133,652,657.998,4.1815
107,38981,199,121,665,658.1,4.215
108,39380,299,99,598,652.261,4.2915
109,39719,140,95,605,638.973,4.4
110,39878,319,80,644,636.404,4.3505
111,40377,279,120,670,635.4635000000001,4.2415
112,40676,259,132,674,631.6569999999999,4.3075
113,41314,479,99,635,640.0795,4.3855
114,41812,179,87,592,638.5765,4.4025
115,42012,179,99,565,635.717,4.35
116,42211,199,59,559,633.9365,4.429
117,42450,140,56,562,631.162,4.253
118,43308,299,110,597,630.085,4.2105
119,43627,140,110,598,632.3875,4.2825
120,44205,578,115,650,634.4335,4.1754999999999995
121,45062,139,93,663,641.5905,4.2155000000000005
122,45222,199,132,682,641.3344999999999,4.285
123,45441,379,138,676,641.5654999999999,4.341
124,46438,160,88,676,638.028,4.2844999999999995
125,46617,498,138,689,639.4565,4.3195
126,47215,219,157,709,645.0619999999999,4.4085
127,47554,817,115,740,644.883,4.336
128,48412,259,133,677,644.413,4.367
129,48691,100,163,683,644.1695,4.4510000000000005
130,49129,279,133,677,644.7265,4.260999999999999
131,49429,279,132,748,643.9285,4.2875
132,50086,140,151,727,644.2945,4.167
133,50246,319,205,733,644.7235,4.146
134,50585,100,196,739,647.633,4.1785
135,50704,160,128,710,646.8979999999999,4.141500000000001
136,50884,459,127,588,647.549,3.9974999999999996
137,51442,140,176,615,650.947,4.2515
138,51642,120,330,144,647.754,4.397
139,51801,120,488,174,647.1725,4.2155000000000005
140,51941,100,490,161,645.5345,4.194
141,52060,199,521,151,648.284,4.2395
142,52280,179,514,155,655.133,4.163
143,52718,219,256,149,665.7655,4.0600000000000005
144,53037,299,104,207,651.6735,4.1114999999999995
145,53356,518,281,132,656.5605,3.9195
146,53974,100,86,170,661.1030000000001,4.0635
147,54293,319,298,140,678.9825,4.4905
148,54712,100,77,178,683.184,4.3805
149,54951,199,143,614,695.6315,4.1165
150,55410,120,128,577,700.7484999999999,4.245
151,55549,140,113,569,697.9435,4.268000000000001
152,56108,219,240,157,672.9984999999999,4.2780000000000005
153,56446,140,293,148,673.213,4.464499999999999
154,56626,140,526,144,671.8610000000001,4.338
155,56825,160,523,145,669.6705,4.2255
156,57025,140,786,155,668.1095,4.1865000000000006
157,57264,199,1219,231,649.8455,4.0725
158,57523,538,1247,191,652.6295,4.1655
159,58081,140,1253,175,648.2194999999999,4.3175
160,58301,120,544,132,665.978,4.551
161,58839,140,87,206,662.1105,4.077500000000001
162,59078,180,94,194,647.5,3.9915
163,59517,139,199,150,657.765,4.406
164,59836,140,1145,243,644.556,4.2605
165,60095,319,1230,220,649.1015,4.2625
166,60434,180,1225,221,649.1605000000001,4.1525
167,60673,140,175,162,652.5150000000001,4.1305000000000005
168,60833,100,97,158,655.56,4.259499999999999
169,60972,100,93,169,659.1835000000001,4.384
170,61092,160,121,181,660.1145,4.419499999999999
171,61491,100,154,185,663.298,4.2685
172,61610,518,157,183,663.2560000000001,4.1875
173,63624,120,122,239,632.1545,4.6255
174,63863,319,70,234,626.039,4.1175
175,64481,100,30,117,661.1044999999999,4.0584999999999996
176,64681,279,70,236,655.869,4.1240000000000006
177,64980,259,71,232,666.1465000000001,4.444000000000001
178,65398,160,74,196,708.235,4.6514999999999995
179,66216,120,131,166,723.7094999999999,4.616
180,66754,179,55,205,720.3305,4.303
181,68768,140,111,273,698.4245000000001,5.211
182,68927,319,71,172,697.152,4.7425
183,69545,120,84,186,701.0845,4.481
184,69944,319,119,200,699.7115000000001,4.777
185,70562,159,84,208,695.1265000000001,4.705
186,70941,120,172,639,702.1795,4.7405
187,71380,259,73,196,695.116,4.3945
188,71679,140,286,171,693.4485,4.4185
189,71938,140,69,222,681.1095,4.5024999999999995
190,72197,120,52,189,688.3995,4.6845
191,72456,100,270,185,700.5795,4.746499999999999
192,72775,199,274,175,696.5169999999999,4.901
193,73035,100,332,179,691.1695,4.8260000000000005
194,73174,100,329,187,690.578,4.573
195,73334,179,144,704,699.7875,4.6065000000000005
196,73533,179,155,680,693.2694999999999,4.5615000000000006
197,73932,140,162,673,688.0279999999999,4.561
198,74789,180,166,669,676.0654999999999,4.504
199,74988,319,154,692,670.443,4.419499999999999
200,75387,199,166,705,676.759,4.2775
201,76085,339,160,690,678.985,4.322
202,77341,180,143,730,675.0165,4.320499999999999
203,77540,199,176,733,676.435,4.2245
204,77760,259,162,739,675.9984999999999,4.151999999999999
205,78079,219,188,738,674.3595,4.2204999999999995
206,78418,100,133,746,670.5255,4.4445
207,78537,160,131,751,670.8229999999999,4.3875
208,78737,179,132,749,669.7475,4.432499999999999
209,79016,379,224,739,673.1904999999999,4.398
210,79414,120,173,766,672.623,4.3835
211,79893,279,227,779,674.79,4.0935
212,80252,179,165,793,678.189,4.026
213,80451,180,200,800,680.6659999999999,4.059
214,80651,120,243,807,676.5395,3.9545
215,80810,120,244,792,680.4235000000001,4.177
216,80950,120,153,734,681.288,4.2044999999999995
217,81209,100,125,740,676.1675,3.9544999999999995
218,81388,140,205,748,676.3965000000001,4.0285
219,81648,120,114,739,675.3945,4.318
220,81887,179,154,737,676.5439999999999,4.250500000000001
221,82086,100,108,746,673.0284999999999,4.1075
222,82724,359,105,728,672.9915000000001,4.535
223,83103,279,133,689,673.2035,4.1325
224,83402,359,144,669,671.77,4.1129999999999995
225,83880,798,165,647,673.635,4.1345
226,84778,100,116,574,672.1455,4.089499999999999
227,85057,219,125,213,667.691,4.0504999999999995
228,87310,140,118,253,651.3945000000001,5.24
229,87509,140,95,221,648.3290000000001,4.679
230,87748,379,101,226,656.165,4.224500000000001
231,88426,299,77,226,658.6765,4.148
232,88865,339,64,232,656.781,4.4155
233,91457,279,71,205,725.2905000000001,4.3415
234,92912,120,69,207,715.2475,4.6635
235,93191,299,71,200,712.734,4.186
236,93630,100,63,209,709.8375000000001,4.220000000000001
237,94587,877,96,239,692.4965,4.5
238,95524,120,86,226,676.471,4.2785
239,95664,139,83,232,676.3615,4.32
240,95923,279,153,715,694.1355,4.3975
241,96222,199,136,663,692.9595,4.359999999999999
242,96441,100,136,656,693.668,4.428
243,96621,319,153,666,693.739,4.367
244,96960,179,160,675,691.0895,4.309
245,97996,100,100,209,683.4024999999999,4.6105
246,98116,399,97,218,675.996,4.318
247,98574,159,278,170,680.7940000000001,4.281000000000001
248,98854,140,187,684,689.142,4.247
249,99053,279,137,665,687.6115,4.3175
250,99352,140,152,686,687.171,4.55
251,100130,100,349,142,688.4915,5.1579999999999995
252,101426,100,276,175,692.6405,5.0095
253,101565,239,293,169,692.6705,4.8045
254,101904,219,304,176,698.0575,4.3759999999999994
255,102881,100,307,207,700.8215,4.745
256,103718,160,236,627,705.0439999999999,4.389
257,103898,140,169,615,706.239,4.502
258,104057,160,167,625,704.577,4.5009999999999994
259,104237,259,164,651,705.557,4.4125
260,104516,219,158,682,702.266,4.6495
261,104755,120,147,685,698.3195,4.5575
262,105234,120,117,654,696.0055,4.4675
263,105373,419,122,679,695.6875,4.3985
264,105832,359,153,687,698.2355,4.459
265,106310,219,154,685,695.329,4.4655000000000005
266,106649,100,142,716,696.3625,4.495
267,106809,140,271,179,699.3019999999999,4.5465
268,107068,160,308,198,698.4665,4.5375
269,107307,459,91,222,686.5275,4.4465
270,107945,100,123,654,698.346,4.334
271,108124,179,137,650,696.1965,4.3919999999999995
272,108324,219,133,675,696.0835,4.2835
273,108623,140,87,223,698.3005,4.151
274,108822,100,78,230,680.1115,4.082
275,109600,179,51,199,693.54,4.3415
276,109819,120,58,200,691.4259999999999,4.2825
277,111494,120,52,219,687.1610000000001,4.7955000000000005
278,112192,120,77,717,724.5335,3.9354999999999998
279,112391,120,90,594,742.5070000000001,4.0489999999999995
280,112730,140,82,547,755.5275,4.1555
281,113049,100,128,573,771.283,4.208500000000001
282,113229,239,123,661,774.105,4.385
283,113528,179,128,657,771.5909999999999,4.4555
284,114126,120,280,204,761.814,4.444
285,114604,100,230,180,751.8275000000001,4.353
286,114744,140,302,197,754.1025,4.3805
287,114923,179,297,206,759.0645000000001,4.47
288,115442,199,95,165,749.1795,4.0465
289,116099,140,218,178,747.993,4.3955
290,116299,120,89,185,741.2819999999999,4.3305
291,116438,199,80,171,741.2415000000001,4.3545
292,117495,140,92,178,738.3415,4.204000000000001
293,117934,159,290,177,742.3175,4.164
294,118213,100,97,522,748.8140000000001,4.3855
295,118652,100,165,583,745.607,4.491
296,118891,359,163,657,740.323,4.439
297,119768,140,141,689,727.343,4.32
298,120067,100,140,638,720.1735,4.388
299,120246,479,120,583,720.2145,4.416
300,121483,339,280,199,721.545,4.4135
301,122539,100,606,241,720.3375000000001,4.8420000000000005
302,122878,140,644,180,725.0995,5.0809999999999995
303,123157,159,643,185,735.456,4.2895
304,123456,160,635,190,740.1315,4.266
305,123736,139,639,193,738.7825,4.484
306,125530,100,493,184,740.306,4.0875
307,127165,439,73,218,733.1445000000001,3.865
308,127623,179,129,218,724.546,3.7489999999999997
309,128122,100,542,213,724.7695,3.9014999999999995
310,128560,479,95,220,719.547,3.9644999999999997
311,129996,279,653,207,727.7565,4.0545
312,130434,140,647,211,729.4365,4.211
313,130614,160,569,253,727.6479999999999,4.3155
314,130993,100,571,266,732.265,4.397
315,132109,160,514,208,725.173,4.624499999999999
316,132468,399,645,218,720.4325,4.2655
317,133525,119,575,184,724.7,4.6080000000000005
318,133804,140,309,232,721.9390000000001,4.2805
319,134023,120,274,241,721.9459999999999,4.263
320,134183,120,86,246,724.9544999999999,4.1215
322,134861,239,325,176,720.4595,4.0365
323,135120,180,279,167,723.533,3.9295
324,135339,100,115,183,720.0495,3.794
