,timestamp,distance(L),pupil(L),distance(R),pupil(R),duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,264,684.5089999999999,3.5060000000000002,687.7260000000001,3.5260000000000002,100,673,469,686.1175000000001,3.516
1,504,679.0880000000001,3.2560000000000002,-1.0,-1.0,140,705,553,339.04400000000004,1.1280000000000001
2,763,678.413,3.1189999999999998,695.932,3.418,179,648,534,687.1725,3.2685
3,1142,685.847,3.2939999999999996,697.5239999999999,3.239,179,641,454,691.6854999999999,3.2664999999999997
4,1780,683.2489999999999,3.091,696.178,3.2539999999999996,120,674,482,689.7135,3.1725
5,3534,700.253,3.3289999999999997,-1.0,-1.0,120,134,189,349.6265,1.1644999999999999
6,4112,695.697,3.4539999999999997,697.035,3.4210000000000003,139,388,191,696.366,3.4375
7,4591,689.33,3.445,687.6339999999999,3.492,199,350,454,688.482,3.4684999999999997
8,4810,697.8960000000001,3.502,695.038,3.613,359,479,452,696.4670000000001,3.5575
9,5568,-1.0,-1.0,692.133,3.405,100,686,432,345.5665,1.2025
10,5687,692.745,3.458,691.388,3.3960000000000004,100,679,425,692.0665,3.4270000000000005
11,6624,712.2610000000001,3.4,688.435,3.502,219,119,193,700.348,3.4509999999999996
12,6963,692.071,3.358,687.828,3.4730000000000003,299,119,196,689.9495,3.4155
13,7781,710.221,3.48,689.702,3.367,160,292,203,699.9615,3.4234999999999998
14,7980,694.3430000000001,3.5780000000000003,685.2,3.553,499,471,228,689.7715000000001,3.5655
15,8499,685.092,3.471,683.217,3.435,299,471,232,684.1545,3.4530000000000003
16,8818,686.84,3.5189999999999997,680.916,3.4760000000000004,279,556,240,683.878,3.4975
17,9117,687.06,3.5789999999999997,679.429,3.4560000000000004,180,604,235,683.2445,3.5175
18,9755,698.179,3.455,694.493,3.39,140,201,179,696.336,3.4225000000000003
19,10034,699.5139999999999,3.503,689.548,3.397,120,200,174,694.531,3.45
20,10173,699.658,3.475,691.2639999999999,3.4739999999999998,140,311,207,695.461,3.4745
21,10333,694.779,3.312,691.273,3.2689999999999997,120,313,193,693.0260000000001,3.2904999999999998
22,10672,701.002,3.3360000000000003,702.4910000000001,3.4610000000000003,120,447,189,701.7465,3.3985000000000003
23,10891,686.133,3.266,-1.0,-1.0,100,554,204,342.5665,1.133
24,11130,684.18,3.3369999999999997,-1.0,-1.0,319,698,212,341.59,1.1684999999999999
25,11788,702.013,3.447,691.176,3.4339999999999997,120,244,208,696.5945,3.4405
26,11988,693.485,3.4,690.693,3.45,139,91,246,692.0889999999999,3.425
27,12606,687.695,3.511,679.7460000000001,3.5810000000000004,160,123,229,683.7205000000001,3.5460000000000003
28,13004,686.275,3.5989999999999998,671.706,3.447,160,295,218,678.9905,3.5229999999999997
29,13184,682.763,3.444,678.1089999999999,3.545,180,269,233,680.4359999999999,3.4945
30,13403,689.3610000000001,3.435,680.192,3.4330000000000003,219,77,271,684.7765,3.434
31,13842,706.788,3.53,677.1669999999999,3.4,119,263,215,691.9775,3.465
32,14500,683.175,3.4789999999999996,673.0269999999999,3.455,120,579,242,678.1009999999999,3.4669999999999996
33,14699,677.487,3.34,664.67,3.2239999999999998,140,626,250,671.0785,3.282
34,14958,674.033,3.412,688.6160000000001,3.6010000000000004,119,628,220,681.3245000000001,3.5065
35,15098,689.311,3.485,691.2260000000001,3.614,259,617,194,690.2685000000001,3.5495
36,15397,692.5980000000001,3.6,689.487,3.4560000000000004,239,620,188,691.0425,3.5280000000000005
37,15656,691.341,3.4360000000000004,691.025,3.785,339,491,172,691.183,3.6105
38,16334,693.355,3.491,689.743,3.345,100,254,201,691.549,3.418
39,16573,694.455,3.384,698.638,3.565,319,72,239,696.5465,3.4745
40,16932,685.74,3.406,675.7389999999999,3.3710000000000004,299,266,214,680.7394999999999,3.3885000000000005
41,17291,700.574,3.4,686.164,3.47,180,525,190,693.3689999999999,3.435
42,17490,695.242,3.359,697.78,3.411,159,608,199,696.511,3.385
43,17670,691.188,3.4789999999999996,681.5219999999999,3.325,359,612,225,686.355,3.402
44,18049,688.18,3.425,676.196,3.471,120,513,237,682.188,3.448
45,18188,696.4860000000001,3.4739999999999998,692.59,3.6069999999999998,139,505,220,694.538,3.5404999999999998
46,18368,697.0189999999999,3.5189999999999997,699.546,3.4539999999999997,778,609,221,698.2825,3.4864999999999995
47,19165,686.549,3.407,686.549,3.335,758,619,220,686.549,3.371
48,19963,688.812,3.437,688.812,3.5810000000000004,279,623,208,688.812,3.5090000000000003
49,20262,689.416,3.4219999999999997,-1.0,-1.0,1196,622,206,344.208,1.2109999999999999
