,timestamp,distance(L),pupil(L),distance(R),pupil(R),duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,96,687.268,4.186,706.318,3.57,120,732,420,696.793,3.878
1,236,687.845,4.226,705.7189999999999,3.656,160,634,378,696.7819999999999,3.941
2,415,693.872,4.186,698.674,3.515,199,691,307,696.2729999999999,3.8505000000000003
3,655,689.1339999999999,3.8760000000000003,701.4060000000001,3.4960000000000004,239,302,249,695.27,3.6860000000000004
4,914,691.529,3.762,705.965,3.303,179,326,227,698.7470000000001,3.5324999999999998
5,1113,687.5260000000001,3.681,698.317,3.2439999999999998,279,289,311,692.9215,3.4625
6,1412,689.0419999999999,3.727,698.618,3.2689999999999997,718,340,287,693.8299999999999,3.4979999999999998
7,2150,681.306,3.677,690.1360000000001,3.201,239,325,203,685.721,3.439
8,2409,676.687,3.6069999999999998,685.323,3.1489999999999996,518,146,227,681.005,3.3779999999999997
9,2947,676.778,3.687,686.166,3.228,379,311,227,681.472,3.4575
10,3406,677.6310000000001,3.7,705.573,3.392,598,333,213,691.6020000000001,3.5460000000000003
11,4024,680.7239999999999,3.595,657.283,3.122,219,325,219,669.0035,3.3585000000000003
12,4483,679.6139999999999,3.78,691.915,3.463,120,435,857,685.7645,3.6215
13,4622,680.061,3.878,692.783,3.313,179,467,859,686.422,3.5955000000000004
14,4822,682.6339999999999,3.977,697.7260000000001,3.516,179,516,906,690.1800000000001,3.7465
15,5300,695.945,4.081,695.945,3.5410000000000004,598,448,856,695.945,3.8110000000000004
16,5918,690.052,4.086,692.268,3.4739999999999998,160,496,912,691.1600000000001,3.7800000000000002
17,6257,689.57,4.101,691.947,3.75,100,409,783,690.7585,3.9255
18,6476,690.9689999999999,4.151,693.3489999999999,3.714,279,446,879,692.1589999999999,3.9325
19,7015,691.336,4.169,695.576,3.6189999999999998,439,440,863,693.456,3.8939999999999997
20,13395,672.7810000000001,3.7960000000000003,698.039,3.4339999999999997,279,119,204,685.4100000000001,3.615
21,13773,687.0210000000001,3.7560000000000002,690.591,3.3510000000000004,159,303,195,688.806,3.5535000000000005
22,14172,684.419,3.8819999999999997,699.403,3.3960000000000004,180,1082,876,691.9110000000001,3.6390000000000002
23,15468,-1.0,-1.0,692.845,3.608,180,1071,926,345.9225,1.304
24,15867,-1.0,-1.0,696.154,3.639,180,976,857,347.577,1.3195
25,16066,677.4069999999999,4.227,695.868,3.639,180,880,758,686.6375,3.933
26,17701,678.852,3.988,694.25,3.386,179,822,687,686.5509999999999,3.6870000000000003
27,18339,675.6210000000001,4.078,697.062,3.4819999999999998,179,927,818,686.3415,3.7800000000000002
28,18718,674.8330000000001,4.104,693.079,3.4730000000000003,319,979,807,683.956,3.7885
29,19715,674.615,4.113,693.4,3.37,199,908,712,684.0074999999999,3.7415000000000003
30,20114,667.34,3.7760000000000002,692.029,3.2939999999999996,159,928,707,679.6845000000001,3.535
31,20612,670.753,3.9130000000000003,687.758,3.449,399,974,812,679.2555,3.681
32,21449,675.855,3.747,692.2080000000001,3.36,100,140,203,684.0315,3.5534999999999997
33,21609,675.855,3.661,679.015,3.2039999999999997,239,320,203,677.435,3.4325
34,21908,683.893,3.627,682.347,3.108,100,341,203,683.12,3.3674999999999997
35,22287,675.069,3.775,688.7710000000001,3.07,219,936,814,681.9200000000001,3.4225
36,23144,-1.0,-1.0,694.383,3.398,140,1028,831,346.6915,1.199
37,23882,-1.0,-1.0,716.5310000000001,3.7030000000000003,199,891,717,357.76550000000003,1.3515000000000001
38,24480,-1.0,-1.0,726.3489999999999,3.7910000000000004,219,980,769,362.67449999999997,1.3955000000000002
39,24859,668.453,3.8339999999999996,729.329,3.889,100,1004,755,698.891,3.8614999999999995
40,25178,695.409,4.125,727.321,3.7119999999999997,200,1078,773,711.365,3.9185
41,25397,693.337,4.2010000000000005,690.482,3.563,379,1070,807,691.9095,3.8820000000000006
42,25915,713.985,4.466,712.5160000000001,3.765,159,464,771,713.2505000000001,4.1155
43,26095,-1.0,-1.0,711.742,3.7769999999999997,100,418,776,355.371,1.3884999999999998
44,26394,703.645,4.073,703.645,3.62,179,456,768,703.645,3.8465000000000003
45,26713,705.221,4.3260000000000005,712.492,3.738,399,436,844,708.8565,4.032
46,27331,694.4,4.195,717.5219999999999,3.6,160,1089,763,705.961,3.8975
47,27510,-1.0,-1.0,721.447,3.665,139,1074,772,360.2235,1.3325
48,27989,-1.0,-1.0,692.7869999999999,3.486,399,959,798,345.89349999999996,1.243
49,28667,-1.0,-1.0,719.3589999999999,3.565,219,925,697,359.17949999999996,1.2825
50,28906,-1.0,-1.0,717.362,3.65,159,920,678,358.181,1.325
51,29085,-1.0,-1.0,719.193,3.582,219,928,596,359.0965,1.291
52,29723,701.8810000000001,4.29,726.2360000000001,3.6439999999999997,160,1076,768,714.0585000000001,3.9669999999999996
53,29903,699.507,4.323,734.732,3.761,718,1114,769,717.1195,4.042
54,32694,-1.0,-1.0,660.439,3.7060000000000004,199,1040,812,329.7195,1.3530000000000002
55,33791,-1.0,-1.0,661.808,3.736,359,1017,838,330.404,1.368
