,timestamp,duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,328,120,417,375,840.9285,4.275
1,627,100,274,238,822.2850000000001,3.767
2,1943,139,434,211,815.0605,4.282500000000001
3,3279,100,586,238,820.7565,4.452
4,3498,140,649,232,820.3990000000001,4.473
5,4136,279,249,868,813.4745,3.9644999999999997
6,4435,219,254,932,807.6869999999999,4.001
7,4695,379,245,934,805.339,4.028
8,5093,140,249,932,808.0364999999999,4.067
9,5333,279,273,900,807.6255,4.093
10,5632,120,185,882,807.6775,3.9805
11,5791,120,225,900,808.3095,3.9375
12,5931,239,222,891,808.6085,4.025
13,6369,339,184,935,807.6334999999999,4.0225
14,6728,179,170,942,806.5255,4.048500000000001
15,6967,578,167,941,807.213,4.0515
16,7586,160,165,938,809.613,3.839
17,8323,279,1105,957,806.4380000000001,3.8794999999999997
18,8622,100,1091,951,806.9254999999999,3.9960000000000004
19,8842,179,1088,955,804.845,3.8605
20,9061,239,1091,957,806.434,3.83
21,9320,120,1101,957,806.1835,3.5975
22,9480,120,1113,846,807.1335,3.703
23,9639,180,1109,882,810.8800000000001,3.8280000000000003
24,9978,120,1093,870,808.3905,3.8295
25,10257,160,1137,873,809.0545,3.6925
26,10437,100,1136,878,808.48,3.7245
27,10556,199,1148,881,807.1595,3.699
28,10776,419,1155,879,807.5915,3.7800000000000002
29,11473,120,1190,815,808.13,3.758
30,11852,100,295,905,810.9214999999999,3.8004999999999995
31,12112,379,170,934,806.8795,3.8345000000000002
32,12510,299,152,935,806.3820000000001,3.712
33,12949,180,150,936,805.0715,3.4825
34,13627,219,144,933,807.452,3.4775
35,13906,419,153,932,807.513,3.6715
36,14424,379,148,935,805.5699999999999,3.6455
37,14903,179,163,937,808.2635,3.7649999999999997
38,15102,120,148,939,806.759,3.735
39,15242,339,146,941,808.1745,3.7305
40,15600,120,142,934,809.3755,3.7705
41,15820,279,193,883,807.6500000000001,3.794
42,16318,100,197,863,808.385,3.7304999999999997
43,16597,140,228,863,808.8824999999999,3.58
44,17056,119,136,886,806.0605,3.728
45,17514,100,1185,837,810.6285,3.7405
46,18212,140,230,916,809.8585,3.6245
47,18372,120,234,912,809.2330000000001,3.824
48,18511,179,196,872,809.1915,3.767
49,18930,219,224,866,808.3165,3.864
50,19309,100,174,938,806.1495,3.8975
51,19448,359,165,926,809.1625,3.8015
52,19967,279,157,938,806.8285000000001,3.8449999999999998
53,20425,219,204,841,809.471,3.9154999999999998
54,20764,120,240,832,810.486,3.7915
55,21402,100,336,729,811.6885,3.599
56,21721,160,424,656,813.1475,3.5965
57,22160,120,383,718,811.3989999999999,3.8275
58,22459,120,1097,787,809.328,3.8465
59,22638,140,1165,895,805.163,3.6025
60,22798,140,1165,885,803.425,3.6574999999999998
61,23516,100,1021,712,806.2574999999999,3.6550000000000002
62,24552,120,829,565,810.521,3.699
63,25430,100,300,220,811.0615,3.523
64,26127,140,669,222,820.3335,3.9135
65,26327,100,671,221,817.2125000000001,4.005
66,26885,179,548,218,817.994,3.891
67,27244,139,594,262,814.9670000000001,4.048
68,27802,100,361,214,812.289,3.9105
69,27922,100,330,211,811.3185,3.8905
70,28041,120,306,234,808.702,3.8409999999999997
71,29337,120,446,664,812.4645,4.1129999999999995
72,29756,160,372,727,807.046,3.9745
73,30274,339,431,771,806.2255,4.0184999999999995
74,30693,180,469,767,807.7289999999999,4.100999999999999
75,31391,100,975,713,809.431,3.8449999999999998
76,31570,199,952,682,808.557,3.8655
77,31929,678,918,712,809.9395,4.068
78,32667,100,912,715,810.3554999999999,3.8280000000000003
79,33086,259,297,938,808.543,3.678
80,33385,160,284,934,806.8095,3.6905
81,34362,299,449,755,809.2625,3.6855
82,34800,100,375,721,807.888,3.7344999999999997
83,36276,199,373,744,808.274,3.66
84,37073,259,358,723,808.6395,3.7560000000000002
85,37691,279,346,747,808.1935,3.9655
86,37990,140,350,750,807.2705000000001,3.831
87,38150,219,338,781,808.9145,4.0275
88,38449,239,290,770,807.3254999999999,3.906
89,38828,100,317,804,807.0765,4.0440000000000005
90,39047,180,341,833,809.4655,4.288
91,39486,179,387,750,807.01,4.129
92,39785,459,376,755,806.515,4.0215
93,40263,199,382,756,806.5419999999999,3.9075
94,40482,139,385,771,806.6569999999999,3.8084999999999996
95,40742,279,373,762,807.2825,3.9015
96,41041,100,378,753,807.8785,3.8935
97,41699,239,379,862,803.6354999999999,4.1025
98,42038,199,336,821,805.4085,4.125500000000001
99,42257,160,324,809,804.367,3.956
100,42536,179,297,797,805.6375,3.934
101,42795,319,284,762,805.9159999999999,4.0440000000000005
102,43274,239,305,819,804.6735,4.0265
103,43533,179,330,827,805.3534999999999,4.0095
104,43792,339,310,806,806.8219999999999,4.223
105,44171,199,340,789,806.8965,4.0875
106,44530,100,287,798,803.6954999999999,4.005
107,45327,100,430,730,807.952,3.8315
108,46723,140,471,734,805.0755,3.9495
110,47381,140,426,759,806.4385,3.7619999999999996
111,47680,140,414,758,804.6895,3.809
112,47959,179,408,758,804.25,3.622
114,48856,140,415,870,804.0975000000001,3.8995
115,49056,339,476,878,806.1915,3.9145
116,49554,159,343,707,806.28,3.8419999999999996
117,49853,100,368,691,805.0495000000001,3.7104999999999997
118,50830,120,255,732,806.1310000000001,3.7035
119,51308,100,914,636,806.177,3.7645
120,51428,100,884,623,805.4915,3.6925
121,52026,120,895,715,805.886,3.902
122,52166,239,904,701,803.596,3.884
123,52425,100,905,699,805.015,3.9240000000000004
124,52704,179,905,710,804.388,3.9210000000000003
125,53242,100,919,700,808.255,3.745
126,53462,279,891,797,807.975,3.8194999999999997
127,53761,618,905,803,811.7570000000001,4.1745
128,54459,160,906,695,806.2805,4.002
129,54658,120,902,717,806.636,3.949
130,54798,100,920,706,808.355,3.9829999999999997
131,54917,100,893,705,807.2729999999999,4.0725
132,55037,140,880,707,808.6785,4.0305
133,55535,140,1014,703,807.8435,4.0705
134,55695,199,882,692,807.2655,3.929
135,55994,179,892,727,808.262,3.8775
136,56213,100,883,760,806.9079999999999,3.9185
137,56333,140,835,774,807.866,3.99
138,56612,100,827,763,808.0079999999999,4.0489999999999995
139,56732,638,834,760,808.2304999999999,3.8845
140,57429,239,369,755,808.5264999999999,3.8804999999999996
141,57689,179,431,771,803.8660000000001,3.9785000000000004
142,57988,180,404,755,806.3215,4.096
143,58446,120,321,737,807.183,3.8834999999999997
144,58685,499,343,729,805.6305,3.9979999999999998
145,59224,100,354,679,806.4389999999999,3.9120000000000004
147,60360,100,327,678,806.288,4.1575
148,60879,100,394,750,805.707,3.8775
149,61138,120,342,249,805.904,3.9505
150,61836,140,533,235,818.19,3.8865
151,62434,179,635,220,815.59,4.0405
152,63271,479,843,855,811.0519999999999,3.9045000000000005
153,63769,179,872,867,807.2455,3.9925
154,64288,160,669,272,816.9745,4.015
155,65145,160,734,261,820.066,3.8255
156,65544,100,172,253,815.854,3.9429999999999996
157,66022,100,146,240,815.7294999999999,3.9334999999999996
158,67159,120,584,272,817.604,4.091
159,70130,100,680,256,818.5485,4.2105
160,70947,199,592,293,819.0550000000001,4.189
161,71266,100,410,274,817.0965,4.1815
162,71625,120,334,251,814.3005,3.9955
163,73240,100,596,288,816.91,4.0855
164,73878,120,672,271,818.03,3.923
165,74336,100,536,281,814.9965,3.749
166,74556,179,580,311,814.7935,3.9114999999999998
167,76151,100,115,286,809.4784999999999,3.9425
168,78364,179,554,299,814.498,3.9525
169,79041,100,672,307,814.875,3.7910000000000004
170,79919,100,586,238,815.4875,3.8315
171,82351,239,108,260,812.643,3.5700000000000003
172,83009,180,319,269,814.737,3.8145000000000002
173,84704,160,554,252,819.19,3.9370000000000003
174,85182,339,672,271,818.0515,3.9484999999999997
175,86079,100,592,279,817.8685,3.9005
176,86279,100,560,254,819.89,3.77
177,87236,319,101,284,813.441,3.8034999999999997
178,87615,100,88,257,813.6545000000001,3.567
179,87774,120,116,269,812.533,3.484
180,87993,160,127,258,812.6179999999999,3.6275
181,88193,100,151,253,815.2745,3.7205
182,88671,219,327,288,815.6535000000001,4.029
183,89489,120,108,290,812.1845,4.0375
184,89768,279,123,272,811.375,3.9325
185,90765,100,334,738,815.0610000000001,4.1365
186,91802,160,271,719,805.197,3.8555
187,92021,120,326,708,805.1144999999999,4.087
188,92320,179,391,696,807.3775,3.95
189,92818,120,375,677,807.5315,3.9275
190,93616,140,121,87,803.884,3.6235
191,93775,120,150,179,804.537,3.8600000000000003
192,94234,199,379,167,812.37,4.1215
193,94573,100,544,186,812.2070000000001,4.1695
194,95071,159,319,613,812.0074999999999,4.1325
195,95350,100,352,259,808.4725,4.008
196,95709,120,403,146,806.8419999999999,3.952
197,97284,120,378,690,809.797,3.7565
198,98162,179,290,731,806.886,4.1095
199,98481,419,268,713,807.506,4.1355
200,98919,179,265,714,808.2165,4.3085
201,99119,219,267,730,808.8309999999999,4.1365
202,99458,100,262,728,807.577,4.1785
203,99577,120,264,726,807.838,4.2955000000000005
