,timestamp,duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,88,279,672,452,650.216,3.998
1,427,100,475,674,652.774,4.196
2,547,100,469,679,652.6335,4.0315
3,846,199,302,177,645.5755,3.847
4,1304,259,79,203,624.473,3.872
5,1623,299,276,184,659.281,3.8175
6,1942,120,317,186,651.8375000000001,4.0095
7,2082,199,321,189,648.15,4.0615
8,2401,180,312,697,647.2764999999999,4.116
9,2600,259,385,699,645.1485,4.2669999999999995
10,3238,199,1125,821,633.5245,4.256499999999999
11,3457,279,1103,829,638.9295,4.359
12,3777,100,1092,827,308.9765,1.7149999999999999
13,3936,399,1096,832,618.5825,4.2955
14,4634,140,1141,811,310.62,1.5894999999999997
15,5033,140,1113,828,306.468,1.5709999999999997
16,5192,120,1117,833,305.7345,1.6025
17,5591,120,1111,831,615.575,4.3915
18,6648,199,1136,907,610.2,4.390000000000001
19,7066,100,1122,911,611.2935,4.259
20,7545,100,1164,921,603.25,4.183
21,8063,100,1208,901,614.7239999999999,4.2495
22,8223,120,1237,904,599.871,4.220000000000001
23,8382,179,1237,880,601.635,4.2170000000000005
24,8582,100,1254,875,603.1179999999999,4.2275
25,8741,159,1269,868,610.879,4.1259999999999994
26,8920,100,1206,863,610.4625,4.1225000000000005
27,9040,180,1186,863,599.3185000000001,4.0405
28,9778,219,1254,853,609.185,4.082
29,10117,140,1072,953,604.2719999999999,3.9909999999999997
30,11273,100,1230,855,616.707,4.0555
31,11951,459,277,178,308.79900000000004,1.6635
32,12529,100,40,208,609.8924999999999,3.945
33,13267,239,1159,896,606.0715,4.061
34,16277,100,1081,933,298.5955,1.6944999999999997
35,17095,140,788,572,601.4200000000001,4.346
36,17713,219,780,573,603.7025,4.0424999999999995
37,18510,199,1214,866,608.7660000000001,3.965
38,19507,100,875,618,298.638,1.416
39,21222,140,906,550,595.6544999999999,3.8965
40,22318,140,908,591,586.564,4.04
41,24312,100,924,647,282.0915,1.4780000000000002
42,25788,100,903,649,284.44,1.479
43,28778,100,823,668,592.4265,3.878
44,29436,100,938,378,297.6585,1.3755000000000002
45,29915,219,941,522,592.817,3.6155
46,31011,179,1113,914,580.567,4.105
47,31430,100,1167,888,577.677,4.181
48,31550,359,1179,900,576.995,4.265499999999999
49,31968,259,1166,926,575.9359999999999,4.374499999999999
50,32487,159,1147,869,569.7275,4.4670000000000005
51,32666,159,1156,853,285.282,1.7349999999999999
52,34660,159,1058,799,562.5335,4.649
53,37012,120,985,767,582.5595000000001,4.541499999999999
54,37969,100,970,751,585.268,4.292999999999999
55,39126,120,97,215,611.565,3.676
56,39265,219,88,239,605.1935000000001,3.7344999999999997
57,40701,120,1243,767,582.842,4.2325
58,41498,160,1209,779,281.91700000000003,1.7200000000000002
59,45705,160,1146,505,288.4285,1.4869999999999999
60,46104,140,1166,560,581.799,4.1875
61,46802,120,1177,649,581.421,4.3655
62,49234,379,1216,633,586.1085,3.948
63,50610,159,1109,676,573.881,4.0135
64,51068,120,1140,648,576.2085,3.9455
65,51527,179,1049,617,578.5515,4.135
66,51866,120,1056,532,574.876,3.963
67,52005,100,1088,543,573.5535,3.9065000000000003
68,52305,100,1110,576,571.1735000000001,3.8875
69,53022,159,1185,688,577.9825000000001,4.5425
70,53760,120,1112,556,576.454,4.0969999999999995
71,56252,120,1134,558,578.836,3.9615
72,56611,100,1160,563,637.422,3.7525
73,56930,239,1221,800,655.0409999999999,3.838
74,57209,299,1144,814,631.246,3.9509999999999996
75,57887,139,1218,812,599.924,4.056
76,58126,259,1171,810,597.4655,4.4030000000000005
77,58445,598,1146,813,601.789,4.225
78,59063,160,1102,723,602.8425,4.4399999999999995
79,59243,100,1096,667,606.2909999999999,4.3165
80,59362,219,1093,658,606.705,4.3505
81,59602,180,1109,667,611.496,4.3555
82,59801,299,1105,657,608.5685,4.33
83,60200,100,1096,695,596.6769999999999,4.22
84,60459,140,1132,787,597.9065,4.2655
85,60798,139,1112,660,595.8945,4.426500000000001
86,61057,120,1075,632,597.534,4.2835
87,61197,419,1089,619,605.1665,4.2765
88,61655,120,1093,652,597.6835,4.239000000000001
89,64805,120,1218,687,591.0654999999999,4.1335
90,65144,100,1212,671,589.5615,4.0465
91,65463,160,1209,711,589.77,3.838
92,65722,100,1213,717,591.2725,4.022
93,65962,160,1234,732,590.724,4.3535
94,66281,140,1086,676,592.139,4.2445
95,71345,120,1008,852,291.44599999999997,1.6069999999999998
96,73578,160,977,806,587.8835,4.0445
97,74714,199,958,821,586.116,4.618
98,74953,120,1000,800,586.2085,4.435499999999999
99,76090,100,1005,857,590.0345,4.044
100,76269,179,1016,849,597.396,3.895
101,76528,239,950,865,624.403,3.7944999999999998
102,76887,159,945,915,637.685,3.896
103,77206,100,859,874,631.4505,4.227
104,77386,299,844,900,624.364,4.3615
105,78124,120,1147,711,613.764,4.027
106,78363,100,1180,717,612.7425000000001,3.9210000000000003
107,78602,558,988,748,613.6469999999999,4.2330000000000005
108,79180,359,1014,743,625.4485,4.089
109,79559,558,954,749,620.6679999999999,4.09
110,80157,100,950,748,621.9495,3.9585
111,80277,239,1043,728,619.5915,4.0125
112,80536,199,1115,707,619.769,3.98
113,81094,100,279,214,628.1859999999999,3.8779999999999997
114,81234,139,296,176,629.8695,3.9400000000000004
115,81393,100,295,187,635.068,4.005
116,82191,100,363,243,624.9090000000001,3.7689999999999997
117,82430,120,1050,713,627.531,4.0425
118,82649,379,1153,715,620.894,4.0615
119,83048,179,1174,716,614.4190000000001,4.0065
120,83247,160,1196,784,614.3054999999999,4.0325
121,83527,279,1124,826,610.9839999999999,4.1530000000000005
122,83965,100,1118,893,606.2255,4.3325
123,84125,179,1135,855,606.069,4.3100000000000005
124,84324,179,1144,899,606.8485000000001,4.24
125,84563,160,1167,898,601.7645,4.371499999999999
126,84763,140,1098,897,598.5060000000001,4.1754999999999995
127,84922,100,1107,890,597.2555,4.205
128,85062,399,1166,887,597.595,4.183
129,85839,199,1108,899,591.3195,4.163500000000001
130,86258,120,1135,726,591.4655,4.1785
131,87853,120,1133,823,603.0445,4.449
132,88092,139,1134,825,604.4975,4.391
133,88491,160,1182,890,600.193,4.308
134,89687,100,1245,902,598.1605,4.3685
135,91502,120,1117,722,602.2149999999999,4.0135000000000005
136,93156,100,976,729,599.8995,4.465
137,93735,100,961,704,597.6705,4.285
138,95031,120,1002,822,602.011,4.132999999999999
139,95329,239,922,821,601.2919999999999,4.084
140,96187,100,1009,835,595.865,3.9805
141,96326,140,1009,837,597.3154999999999,4.089
142,96625,199,1033,825,597.8625,4.2655
143,96925,100,934,823,296.7925,1.508
144,97224,319,883,830,593.5329999999999,4.042
145,100553,120,826,797,285.8535,1.5230000000000001
146,100832,279,831,780,584.794,4.1525
147,101231,180,977,823,290.9355,1.415
148,101670,219,982,873,293.952,1.5155000000000003
149,101989,199,975,877,291.422,1.5619999999999998
150,102308,139,864,928,293.672,1.5899999999999999
151,104082,139,873,910,293.0605,1.4235
152,104401,140,880,905,289.118,1.6694999999999998
153,104640,139,820,858,288.19599999999997,1.5545
154,104820,299,807,839,582.2090000000001,4.390499999999999
155,106455,199,879,879,290.872,1.65
156,106853,139,897,918,582.4060000000001,4.383
157,107013,100,905,916,289.269,1.6075
158,107292,179,938,928,584.521,4.2635000000000005
159,108528,140,937,928,574.7384999999999,4.4315
160,108907,160,967,926,286.487,1.605
161,109206,359,968,915,579.346,4.577999999999999
162,109804,239,929,927,571.0925,4.3635
163,110422,179,970,906,291.2395,1.7705000000000002
164,110622,160,951,901,572.7155,4.5055
165,110921,179,949,910,575.2185,4.5375
166,111120,159,985,898,573.799,4.5095
167,111519,159,1024,876,576.2909999999999,4.5565
168,111818,140,1044,884,576.107,4.5600000000000005
169,112416,160,1012,838,577.9815000000001,4.371499999999999
170,112615,160,1013,823,582.2094999999999,4.4125
171,112954,159,891,820,582.8135,4.3895
172,115167,160,967,692,608.755,3.9685
173,117759,120,975,727,595.3634999999999,3.8925
174,118935,179,915,812,298.8135,1.4385
175,119195,100,815,797,593.121,3.8265000000000002
176,120092,100,1001,718,599.8085,3.7249999999999996
177,121089,179,522,186,604.912,3.544
178,121448,239,515,185,604.8,3.7710000000000004
179,121707,139,516,182,612.7605,3.8395
180,121886,199,658,169,305.13349999999997,1.465
181,122106,199,659,165,616.7605,4.0009999999999994
182,122325,618,667,178,616.5195000000001,3.9955
183,122983,379,672,183,617.8009999999999,3.9905
184,123461,279,571,221,615.721,4.035
185,123780,279,563,234,614.0615,3.9864999999999995
186,124259,140,436,195,612.8315,3.9320000000000004
187,124478,359,513,194,613.398,4.031000000000001
188,124857,100,501,192,610.3475,3.841
189,124977,120,497,213,611.1195,3.9625
190,125176,399,700,248,613.9425,3.822
191,125615,219,743,234,637.512,3.8229999999999995
192,126392,239,845,215,647.7339999999999,3.6645
193,126671,179,702,231,648.5585,3.6165000000000003
194,126871,120,678,226,645.7145,3.553
195,127349,120,69,230,634.176,3.284
196,127668,100,124,230,627.346,3.4565
197,127808,100,284,231,629.7985,3.4875
198,127927,179,277,210,633.8140000000001,3.5860000000000003
199,128147,100,274,213,634.23,3.5415
200,128346,120,80,208,631.8595,3.801
201,129084,100,106,240,626.557,3.6675
202,129443,100,280,210,635.4225,3.6845
203,129662,299,267,187,637.894,3.9299999999999997
204,131835,120,291,685,582.5455,4.2105
205,132194,399,285,697,582.988,4.2895
206,132732,100,272,695,574.634,4.188
207,132872,339,272,705,576.723,4.6015
208,135603,359,382,718,588.101,4.282500000000001
209,136082,299,266,691,590.5215000000001,4.1850000000000005
210,136520,140,258,692,588.8995,4.0634999999999994
211,137278,180,383,674,598.9689999999999,4.0785
212,137577,140,346,678,589.4335000000001,3.9204999999999997
213,137996,299,343,672,587.928,4.178
214,138734,179,348,681,580.915,4.1005
215,139172,100,351,634,586.4884999999999,4.2459999999999996
216,139292,120,333,581,586.623,4.2775
217,139431,120,302,561,587.104,4.215
218,139830,100,336,551,580.8415,4.028499999999999
219,139970,140,334,556,580.6975,3.7465
220,140289,259,347,542,580.317,3.6725000000000003
221,140687,140,330,591,578.905,3.7165
222,141525,120,335,612,577.5145,3.822
223,141724,199,248,605,576.698,3.806
224,141943,100,282,606,583.2139999999999,3.811
225,142083,120,301,635,581.6514999999999,3.9875000000000003
226,142522,179,284,570,584.4405,3.8055000000000003
227,142761,179,306,577,585.45,3.9395
228,143259,100,280,605,603.229,3.8030000000000004
229,143957,159,291,610,308.915,1.5499999999999998
230,144156,160,310,611,304.715,1.5065
231,145951,140,181,536,575.087,3.7765
232,146250,100,178,492,286.931,1.529
233,146728,319,126,434,287.3025,1.463
234,147307,199,305,559,285.79,1.494
235,147526,160,284,566,576.344,3.907
236,148004,299,293,589,604.2874999999999,3.812
237,148323,399,309,604,631.7930000000001,3.8040000000000003
238,148742,279,254,599,633.7539999999999,4.0
239,149041,159,276,595,630.7905000000001,3.9019999999999997
240,149241,399,326,599,636.3945,3.9030000000000005
241,149699,778,236,610,641.347,3.8825
242,150497,339,305,607,631.887,3.801
243,150855,857,212,607,633.2674999999999,3.829
244,151773,399,178,494,632.7445,3.7590000000000003
245,152231,140,90,444,628.0545,3.7395000000000005
246,152391,179,121,442,622.9685,3.8115
247,152590,140,173,447,620.7494999999999,3.737
248,152750,219,198,436,621.711,3.7904999999999998
249,153009,160,306,517,622.3555,3.6605
250,153188,179,331,548,622.344,3.795
251,153388,120,350,546,622.005,3.6805000000000003
252,153726,259,972,728,625.0485000000001,3.774
253,154085,100,391,596,611.2645,3.6689999999999996
254,154265,119,363,565,617.2139999999999,3.6494999999999997
255,154404,159,334,546,619.256,3.6185
256,154624,259,280,225,622.3425,3.51
257,154923,120,291,200,625.7685000000001,3.4695
258,155062,199,288,192,628.096,3.5300000000000002
259,155680,179,305,443,627.7725,3.521
260,155880,479,327,479,627.7225000000001,3.5645
261,156398,180,135,433,621.3009999999999,3.7305
262,156597,179,140,435,617.7645,3.7394999999999996
263,156797,359,199,441,616.2139999999999,3.7880000000000003
264,157255,478,129,438,613.331,3.7095000000000002
265,157754,120,106,431,615.386,3.6925
266,157893,239,86,436,619.4465,3.644
267,158173,259,179,442,614.1455000000001,3.761
268,158472,179,97,423,615.2125000000001,3.9655
269,158671,120,86,513,612.669,3.9845
270,158810,160,158,562,616.3199999999999,4.021
271,158990,479,207,535,614.1379999999999,4.003
272,159508,120,255,553,613.81,4.091
273,159967,159,298,543,613.0905,3.7545
274,160186,798,158,550,611.635,3.6105
275,161004,239,208,560,610.7925,3.755
276,161343,339,229,640,607.601,3.8914999999999997
277,161861,120,224,646,610.528,4.102499999999999
278,162559,160,254,643,608.4655,4.031000000000001
279,163017,100,317,697,600.5235,4.1335
280,163296,100,280,595,605.86,3.7990000000000004
281,163416,199,272,594,298.1355,1.402
282,164134,100,213,646,608.968,3.698
283,164891,120,272,599,608.0575,3.642
284,165489,100,251,610,594.4449999999999,3.543
285,165629,140,258,612,593.9945,3.6574999999999998
286,166028,239,304,611,602.931,3.887
287,166347,219,295,598,595.9765,4.023000000000001
288,166606,140,298,619,602.189,3.929
289,166905,100,289,652,598.5865,3.9930000000000003
290,167264,199,374,686,590.6315,4.1315
291,167503,120,423,682,297.6005,1.379
292,167922,100,419,668,590.4715,4.077999999999999
293,168042,160,378,617,599.453,3.856
294,168281,120,445,634,597.6120000000001,3.5955000000000004
295,168480,199,310,708,587.2284999999999,3.555
296,168739,219,336,716,595.983,3.6094999999999997
297,169517,219,189,662,592.523,3.7355
298,169876,219,231,655,589.651,3.816
299,170275,100,191,672,588.078,3.9175
300,170893,100,317,722,587.19,4.063000000000001
301,171092,100,273,708,591.5445,4.237
302,171232,100,269,708,592.135,4.0535
303,171770,140,253,759,582.874,3.814
304,172408,160,217,623,294.61400000000003,1.2719999999999998
305,172986,120,158,646,588.4275,3.6505
306,173225,419,150,533,588.8879999999999,3.6165
307,173764,120,150,547,586.894,3.5540000000000003
308,173983,160,158,547,585.446,3.757
309,174302,219,166,618,590.023,4.0505
310,174800,259,154,551,586.9295,3.9885
311,175678,100,303,611,588.9860000000001,4.2075
312,175897,279,300,663,589.963,4.0255
313,176276,179,166,560,591.1255000000001,3.887
314,176475,239,157,553,588.8405,3.7569999999999997
315,177472,299,232,518,587.559,4.0785
316,177970,140,176,532,591.2295,3.972
317,178230,279,156,555,588.512,3.9299999999999997
318,178529,100,148,548,587.6375,3.7995
319,178688,100,146,554,588.5519999999999,3.9430000000000005
320,178828,100,220,519,588.5260000000001,3.6635
321,179266,180,204,473,594.9805,3.7615
322,179805,120,206,514,595.7270000000001,3.775
323,179944,100,193,528,601.405,3.7815000000000003
324,180403,339,322,498,628.2760000000001,3.786
325,180762,179,321,538,645.9685,3.6435
326,181081,140,293,463,323.472,1.308
327,181300,518,286,477,643.8665,3.819
328,181958,299,347,543,636.3944999999999,3.9385000000000003
329,182277,120,253,598,635.3675000000001,3.841
330,182416,180,300,568,633.564,3.9255
331,182656,379,389,580,634.1605,3.8314999999999997
332,183055,219,420,567,632.634,3.7634999999999996
333,183294,299,348,595,629.7505,3.6995000000000005
334,183712,120,424,595,630.518,3.6734999999999998
335,184510,399,334,551,626.5635,3.719
336,185008,299,355,559,620.3085,3.873
337,185646,199,343,626,618.0640000000001,3.7139999999999995
338,185965,179,338,647,619.423,3.8194999999999997
339,186165,100,365,637,617.2605,3.8335
340,186284,139,371,653,617.207,4.0055000000000005
341,186524,299,321,645,618.029,3.9
342,187341,299,472,614,611.2165,3.748
343,188717,139,309,676,614.7739999999999,3.4354999999999998
344,188936,977,300,657,613.6535,3.561
345,189933,219,345,663,616.9105,3.8705000000000003
346,190212,479,411,678,612.04,4.0745000000000005
347,190770,179,464,705,602.457,4.3015
348,191269,120,474,708,589.8325,3.9665000000000004
349,191408,120,465,691,601.4604999999999,4.1
350,191548,339,405,703,601.8005,4.0184999999999995
351,192006,100,264,323,594.9459999999999,3.806
352,192266,140,426,714,611.151,4.314
353,192445,279,478,691,611.809,4.019500000000001
354,192744,239,395,682,607.5865,3.9985
355,193003,120,397,695,602.863,4.2695
356,193302,319,394,695,602.6514999999999,4.0265
357,193641,100,446,695,600.2185,4.0489999999999995
358,193881,159,477,697,601.6605,3.936
359,194319,100,388,745,593.1625,3.9965
360,194459,120,447,764,585.675,4.122999999999999
361,194738,139,356,777,579.4859999999999,4.232
362,195157,100,308,756,575.146,3.9855
363,196393,100,289,645,283.942,1.212
364,197011,120,391,631,575.688,3.646
365,197170,100,390,622,575.621,3.745
366,197290,180,345,632,575.079,3.8019999999999996
367,197709,120,337,639,574.6895,4.098
368,197908,359,366,648,573.9875,4.2135
369,198506,359,378,659,574.873,3.82
370,199164,100,296,665,564.8330000000001,4.2325
371,199643,120,418,742,281.83099999999996,1.296
372,199842,100,416,759,282.9275,1.2994999999999999
373,200261,120,384,636,283.402,1.176
374,200679,100,335,600,283.253,0.9365000000000001
375,201995,120,385,622,576.512,3.4459999999999997
376,202234,140,386,607,573.9414999999999,3.6289999999999996
377,202514,120,388,609,571.2284999999999,3.784
378,203231,299,425,610,571.6489999999999,3.6285
379,203610,179,365,624,577.7004999999999,3.711
380,206561,140,133,539,619.1765,3.6310000000000002
381,206720,239,167,558,613.3145,3.5945
382,206979,100,108,557,628.5985000000001,3.581
383,207099,359,81,561,629.299,3.606
384,207518,120,98,452,636.2745,3.7429999999999994
385,207657,179,124,450,637.014,3.725
386,207877,160,204,444,638.6895,3.721
387,208056,778,90,550,632.857,3.782
388,208854,140,128,649,643.3765,3.9160000000000004
389,209013,877,213,645,644.2745,3.9989999999999997
390,209910,180,273,638,653.5455,3.8615000000000004
391,210110,160,141,565,655.0895,3.8715
392,210289,140,103,557,651.1625,3.8785
393,210469,160,215,212,655.0844999999999,3.9065
394,210648,179,291,212,654.148,3.8375
395,210847,279,495,198,656.6410000000001,3.8265000000000002
396,211166,359,268,232,654.9784999999999,3.7125
397,211545,478,97,237,650.3544999999999,3.6595000000000004
398,212243,139,218,470,673.6565,4.07
399,212442,518,198,523,663.3544999999999,4.1615
400,212981,259,311,500,644.3475000000001,3.9959999999999996
401,213260,219,312,568,663.4300000000001,4.006
402,213639,678,194,522,671.267,4.0195
403,214336,877,271,683,648.9449999999999,4.0504999999999995
404,215254,957,185,518,632.2445,3.933
405,216330,179,241,540,630.097,3.7824999999999998
406,216530,100,191,353,629.4635000000001,3.819
407,216669,100,234,606,630.0825,3.9269999999999996
408,216789,917,192,523,638.9285,3.9845
409,218045,159,99,251,633.569,3.657
410,218364,180,108,236,316.3795,1.3205
411,218763,140,234,542,645.5605,3.6015
412,218922,199,303,692,650.971,3.8015
413,219301,379,208,504,641.15,3.9779999999999998
414,219700,459,202,516,633.6675,4.0085
415,220338,279,364,723,640.3785,4.128
416,220637,179,335,673,641.0915,4.0795
417,220836,279,301,682,638.0615,3.9285
418,221135,618,254,675,636.5274999999999,3.8539999999999996
419,222032,119,309,678,631.104,3.8825000000000003
420,222172,299,385,678,629.1595,3.926
421,222969,140,175,506,617.6795,3.5115
422,223129,279,190,518,619.1,3.5075000000000003
423,223428,179,193,512,615.7760000000001,3.5175
424,223627,498,266,548,615.2629999999999,3.5955
425,224146,299,300,601,614.9485,3.7995
426,224544,299,299,594,622.031,3.827
427,224863,279,308,565,621.6289999999999,3.7904999999999998
428,225162,180,234,600,613.793,3.718
429,225362,259,238,614,611.7094999999999,3.5374999999999996
430,226140,100,376,660,619.654,3.9459999999999997
431,226259,179,429,669,619.622,3.8484999999999996
432,226658,199,495,674,609.153,3.581
433,227116,139,201,546,616.327,3.4595
434,227316,219,202,607,611.2815,3.425
435,227655,180,173,613,610.6055,3.6235
436,227874,319,167,607,606.159,3.6654999999999998
437,228213,120,229,606,613.355,3.766
438,228652,558,192,576,611.1105,3.7285000000000004
439,229429,100,233,578,308.8795,1.446
440,229609,259,179,572,621.0070000000001,3.6285
441,229928,100,154,570,618.3785,3.8335000000000004
442,230067,339,236,618,615.971,3.77
443,230446,100,277,617,609.8195,3.9379999999999997
444,230725,140,234,607,606.773,3.9005
445,232041,120,237,625,609.279,3.551
446,232240,199,287,619,610.3615,3.752
447,232539,179,312,611,612.7295,3.9234999999999998
448,232958,140,373,589,612.2795,3.93
449,233277,160,275,615,611.779,3.9645
450,233516,100,253,620,610.8720000000001,3.805
451,233975,219,335,672,619.2239999999999,4.0095
452,234433,219,321,655,607.472,3.8804999999999996
453,234673,139,339,674,614.387,4.04
454,234832,160,379,670,606.5735,3.854
455,235072,279,446,679,609.8389999999999,3.7800000000000002
456,235430,119,374,685,615.452,3.901
457,235570,120,387,709,613.6195,3.9685000000000006
458,235789,100,392,775,594.278,4.0265
459,236228,160,350,762,603.629,3.9619999999999997
460,236427,259,279,676,601.7755,3.8665
461,237324,179,462,479,610.5989999999999,3.8425000000000002
462,239876,100,464,701,597.5845,4.1505
463,241531,140,393,559,596.5875000000001,3.653
464,242089,219,392,549,597.565,3.9465000000000003
465,243286,120,388,619,585.5095,3.9690000000000003
